402,0.0499
403,0.0497
404,0.0495
405,0.0493
406,0.0491
407,0.0489
408,0.0485
409,0.0484
410,0.0482
411,0.0478
412,0.0475
413,0.0472
414,0.0470
415,0.0467
416,0.0464
417,0.0461
418,0.0459
419,0.0456
420,0.0453
421,0.0451
422,0.0449
423,0.0446
424,0.0444
425,0.0442
426,0.0439
427,0.0437
428,0.0435
429,0.0434
430,0.0432
431,0.0431
432,0.0429
433,0.0428
434,0.0427
435,0.0426
436,0.0425
437,0.0425
438,0.0424
439,0.0423
440,0.0423
441,0.0424
442,0.0423
443,0.0424
444,0.0423
445,0.0424
446,0.0424
447,0.0425
448,0.0425
449,0.0426
450,0.0428
451,0.0428
452,0.0429
453,0.0431
454,0.0432
455,0.0434
456,0.0434
457,0.0436
458,0.0438
459,0.0440
460,0.0441
461,0.0444
462,0.0445
463,0.0447
464,0.0449
465,0.0450
466,0.0452
467,0.0454
468,0.0455
469,0.0457
470,0.0459
471,0.0461
472,0.0463
473,0.0465
474,0.0466
475,0.0468
476,0.0470
477,0.0471
478,0.0472
479,0.0474
480,0.0475
481,0.0477
482,0.0478
483,0.0478
484,0.0479
485,0.0479
486,0.0479
487,0.0480
488,0.0483
489,0.0485
490,0.0486
491,0.0486
492,0.0486
493,0.0488
494,0.0488
495,0.0488
496,0.0489
497,0.0489
498,0.0489
499,0.0490
500,0.0490
501,0.0490
502,0.0490
503,0.0489
504,0.0489
505,0.0489
506,0.0488
507,0.0487
508,0.0488
509,0.0487
510,0.0486
511,0.0486
512,0.0484
513,0.0483
514,0.0483
515,0.0482
516,0.0481
517,0.0480
518,0.0479
519,0.0478
520,0.0476
521,0.0476
522,0.0474
523,0.0473
524,0.0472
525,0.0471
526,0.0470
527,0.0468
528,0.0466
529,0.0465
530,0.0464
531,0.0462
532,0.0461
533,0.0459
534,0.0458
535,0.0457
536,0.0455
537,0.0455
538,0.0453
539,0.0452
540,0.0450
541,0.0448
542,0.0447
543,0.0445
544,0.0444
545,0.0444
546,0.0442
547,0.0440
